2018-11-15 16:38:57,640: Set steamid: 'BeelzeWowow'
2018-11-15 18:10:35,330: Set steamid: 'BeelzeWowow'
2018-11-15 18:11:07,598: Failed authorisation steamid=BeelzeWowow. Long wait.
2018-11-15 18:11:08,085: Set steamid: 'BeelzeWowow'
2018-11-15 18:11:40,294: Failed authorisation steamid=BeelzeWowow. Long wait.
2018-11-15 18:11:40,785: Set steamid: 'BeelzeWowow'
2018-11-15 18:12:13,091: Failed authorisation steamid=BeelzeWowow. Long wait.
2018-11-15 18:12:14,764: Set steamid: 'BeelzeWowow'
2018-11-15 18:12:46,992: Failed authorisation steamid=BeelzeWowow. Long wait.
2018-11-15 18:14:07,512: Set steamid: 'BeelzeWowow'
2018-11-15 18:14:39,907: Failed authorisation steamid=BeelzeWowow. Long wait.
2018-11-15 18:21:45,399: Set steamid: 'BeelzeWowow'
2018-11-15 18:22:17,603: Failed authorisation steamid=BeelzeWowow. Long wait.
2018-11-15 18:29:20,129: Set steamid: 'BeelzeWowow'

понадобился час боту, как и во всекх других случаях, есть мнение что стим даёт тайм ауты на час

2018-11-15 18:29:30,912: Set steamid: 'BeelzeWowow'
2018-11-15 18:29:35,376: Success login on 'BeelzeWowow'.
2018-11-15 18:43:37,598: Send offer_id=115249319 on tradeoffer_id=3366600292 on account BeelzeWowow
2018-11-15 18:51:41,895: Set steamid: 'BeelzeWowow'
2018-11-15 18:51:42,618: 'BeelzeWowow' already authorized on steam
2018-11-15 19:11:50,973: Send offer_id=115252520 on tradeoffer_id=3366622688 on account BeelzeWowow
2018-11-15 19:13:13,054: Send offer_id=115252763 on tradeoffer_id=3366623911 on account BeelzeWowow
2018-11-15 19:13:47,637: Set steamid: 'BeelzeWowow'
2018-11-15 19:13:48,398: 'BeelzeWowow' already authorized on steam
2018-11-15 19:22:13,441: Send offer_id=115253535 on tradeoffer_id=3366630826 on account BeelzeWowow
2018-11-15 19:35:51,964: Set steamid: 'BeelzeWowow'
2018-11-15 19:35:52,725: 'BeelzeWowow' already authorized on steam
2018-11-15 19:57:56,128: Set steamid: 'BeelzeWowow'
2018-11-15 19:57:56,918: 'BeelzeWowow' already authorized on steam
2018-11-15 19:59:14,239: Send offer_id=115257126 on tradeoffer_id=3366660710 on account BeelzeWowow
2018-11-15 20:04:03,225: Send offer_id=115257501 on tradeoffer_id=3366664418 on account BeelzeWowow





























мб на это сделать красивый логинг?

2018-11-15 20:06:40,557: No connection adapters were found for 'steammobile://lostauth'
Traceback (most recent call last):
  File "/home/pavel/trader/authenticator_session.py", line 177, in make_request
    timeout=timeout)
  File "/usr/local/lib/python3.7/dist-packages/requests/sessions.py", line 524, in request
    resp = self.send(prep, **send_kwargs)
  File "/usr/local/lib/python3.7/dist-packages/requests/sessions.py", line 659, in send
    history = [resp for resp in gen] if allow_redirects else []
  File "/usr/local/lib/python3.7/dist-packages/requests/sessions.py", line 659, in <listcomp>
    history = [resp for resp in gen] if allow_redirects else []
  File "/usr/local/lib/python3.7/dist-packages/requests/sessions.py", line 238, in resolve_redirects
    **adapter_kwargs
  File "/usr/local/lib/python3.7/dist-packages/requests/sessions.py", line 631, in send
    adapter = self.get_adapter(url=request.url)
  File "/usr/local/lib/python3.7/dist-packages/requests/sessions.py", line 722, in get_adapter
    raise InvalidSchema("No connection adapters were found for '%s'" % url)
requests.exceptions.InvalidSchema: No connection adapters were found for 'steammobile://lostauth'
2018-11-15 20:06:40,558: Bad request for https://steamcommunity.com/mobileconf/conf?p=android:8a389c3ce4570d75b8ca94123d10b3c1a7705607&a=76561198312530134&k=BliR3h1DPjAtU4pwC3D%2BKIUOq5Q%3D&t=1542294400&m=android&tag=conf& on HumanHer
2018-11-15 20:06:40,990: No connection adapters were found for 'steammobile://lostauth' 



есть ещё такое

2018-11-15 20:13:35,483: (1062, "Duplicate entry '76561198796471683-15078311109-1' for key 'duplicate_protection'")
Traceback (most recent call last):
  File "/home/pavel/trader/skins_log.py", line 244, in insert_to_log
    database.query(query, withoutCommit=True)
  File "/home/pavel/trader/others.py", line 209, in query
    return self.mysqlQuery(query, withoutCommit)
  File "/home/pavel/trader/others.py", line 223, in mysqlQuery
    self.cursor.execute(query)
  File "/usr/local/lib/python3.7/dist-packages/pymysql/cursors.py", line 170, in execute
    result = self._query(query)
  File "/usr/local/lib/python3.7/dist-packages/pymysql/cursors.py", line 328, in _query
    conn.query(q)
  File "/usr/local/lib/python3.7/dist-packages/pymysql/connections.py", line 516, in query
    self._affected_rows = self._read_query_result(unbuffered=unbuffered)
  File "/usr/local/lib/python3.7/dist-packages/pymysql/connections.py", line 727, in _read_query_result
    result.read()
  File "/usr/local/lib/python3.7/dist-packages/pymysql/connections.py", line 1066, in read
    first_packet = self.connection._read_packet()
  File "/usr/local/lib/python3.7/dist-packages/pymysql/connections.py", line 683, in _read_packet
    packet.check_error()
  File "/usr/local/lib/python3.7/dist-packages/pymysql/protocol.py", line 220, in check_error
    err.raise_mysql_exception(self._data)
  File "/usr/local/lib/python3.7/dist-packages/pymysql/err.py", line 109, in raise_mysql_exception
    raise errorclass(errno, errval)
pymysql.err.IntegrityError: (1062, "Duplicate entry '76561198796471683-15078311109-1' for key 'duplicate_protection'")
2018-11-15 20:13:35,483: INSERT INTO inventories.add_skins_log (steamid64, name_id, appear_price, appear_add_price, appear_extra_charge, assetid, d, floatvalue, stickers, paintseed, hold_expiration, appear_offer_id, appear_method, appear_time, custom_price, fee, hidden) VALUES (76561198796471683, 4886, 0.180, 0.0, NULL, 15078311109, 912028188388665432, 0.047714065760374010, NULL, 720, '2018-11-07 13:00:00', 115258347, 'Trade', '2018-11-15 20:12:10', NULL, NULL, NULL)
